canal,rank,titulo,visualizacoes,data_publicacao,likes,dislikes,duracao,,,,link,thumbnail,Transcrição do vídeo,Comentários
DappyTKeys Piano Worship,20,The Secret Place: 3 Hour Instrumental Soaking Worship | Prayer & Meditation Music,3215028,20230821,18760,N/D,03:01:42,https://www.youtube.com/watch?v=XiC3MV41Dpo,https://i.ytimg.com/vi_webp/XiC3MV41Dpo/maxresdefault.webp,,561,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, branco; texto em destaque provavelmente ligado a: SECRET / PLACE.",,
DappyTKeys Piano Worship,21,Quiet Time With God: 3 Hour Peaceful Relaxation & Meditation Music,3119312,20210524,26364,N/D,02:58:04,https://www.youtube.com/watch?v=kYyP_cD-PNI,https://i.ytimg.com/vi/kYyP_cD-PNI/maxresdefault.jpg,,1000,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, cinza; texto visível: DAPPY I KEYS Ne / 3 HOUR PIANO INSTRUMENTAL MUSIC / DADDY T KEYES.",,
DappyTKeys Piano Worship,22,SPEAK LORD: Quiet Time & Meditation Music | Prayer Music,3067359,20190819,29645,N/D,52:40:00,https://www.youtube.com/watch?v=66USuf9BaYc,https://i.ytimg.com/vi_webp/66USuf9BaYc/maxresdefault.webp,,1200,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, azul-petróleo, rosa; texto em destaque provavelmente ligado a: SPEAK / LORD.",,
DappyTKeys Piano Worship,23,Prayer Time: 3 Hour Piano Worship Music for Meditation & Relaxation,3062286,20170221,20566,N/D,03:06:13,https://www.youtube.com/watch?v=kua9eXSaw1c,https://i.ytimg.com/vi_webp/kua9eXSaw1c/maxresdefault.webp,,1100,"Thumbnail média; há figura humana/rosto em destaque; paleta predominante: marrom, branco, cinza; texto em destaque provavelmente ligado a: TIME / PIANO / WORSHIP / MUSIC.",,
DappyTKeys Piano Worship,24,God's Promises of Healing & Comfort: 3 Hour Piano Music With Scriptures | Christian Piano,2971752,20220321,20028,N/D,03:03:13,https://www.youtube.com/watch?v=RdMBANILuYs,https://i.ytimg.com/vi_webp/RdMBANILuYs/maxresdefault.webp,,1100,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto em destaque provavelmente ligado a: PROMISES / HEALING / COMFORT.",,
DappyTKeys Piano Worship,25,PRAYER TIME: 3 Hour Quiet Time & Meditation Music | Piano Worship,2893735,20181102,18654,N/D,03:01:45,https://www.youtube.com/watch?v=7sYyAK_xFpM,https://i.ytimg.com/vi_webp/7sYyAK_xFpM/maxresdefault.webp,,723,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, rosa; texto visível: NAPPY T KFYS.",,
DappyTKeys Piano Worship,26,"8 Hour Relaxation, Sleep & Stress Relief Piano Instrumental Music",2884052,20180515,17281,N/D,08:15:16,https://www.youtube.com/watch?v=Rq22brY8Jx0,https://i.ytimg.com/vi_webp/Rq22brY8Jx0/maxresdefault.webp,,1000,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, azul-petróleo, branco; texto em destaque provavelmente ligado a: SLEEP / MUSIC.",,
DappyTKeys Piano Worship,27,Faith & Strength: 3 Hour Quiet Time & Meditation Music | Christian Piano with Scriptures,2805846,20220131,15475,N/D,03:07:26,https://www.youtube.com/watch?v=x1xHJ35gSjY,https://i.ytimg.com/vi/x1xHJ35gSjY/maxresdefault.jpg,,600,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: marrom, preto, branco; texto em destaque provavelmente ligado a: FAITH / STRENGTH / QUIET / TIME.",,
DappyTKeys Piano Worship,28,Comfort & Healing: 3 Hour Peaceful Music for Prayer & Meditation,2735873,20180718,19840,N/D,03:07:15,https://www.youtube.com/watch?v=pN36slk_R24,https://i.ytimg.com/vi_webp/pN36slk_R24/maxresdefault.webp,,949,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: verde, preto, cinza; texto em destaque provavelmente ligado a: COMFORT / HEALING / PEACEFUL / MUSIC.",,
DappyTKeys Piano Worship,29,12 Hour Piano Worship Music With Black Screen for Sleep & Relaxation,2607278,20210430,16120,N/D,11:51:32,https://www.youtube.com/watch?v=emJJwGfHPzM,https://i.ytimg.com/vi_webp/emJJwGfHPzM/maxresdefault.webp,,336,"Thumbnail escura; não há figura humana clara em destaque; paleta predominante: preto, marrom, cinza; texto em destaque provavelmente ligado a: SLEEP / RELAXATION / MUSIC / BLACK.",,
DappyTKeys Piano Worship,30,IT IS WELL: 1 Hour Piano Instrumental Music for Prayer & Meditation,2514162,20161202,12903,N/D,01:02:33,https://www.youtube.com/watch?v=AlIJ_PZqEVo,https://i.ytimg.com/vi_webp/AlIJ_PZqEVo/maxresdefault.webp,,884,"Thumbnail média; não há figura humana clara em destaque; paleta predominante: amarelo, preto, laranja; texto visível: Ne Chriuig td sole.",,
